customer_id,avg_order_value,purchase_frequency,recency_days,category_affinity_score
CUST02195,183.0,45,20,0.29
CUST02196,172.0,36,48,0.291
CUST02197,123.0,14,46,0.137
CUST02198,30.0,0,172,0.055
CUST02199,105.0,11,40,0.174
CUST02200,157.0,17,34,0.147
CUST02201,13.0,7,130,0.056
CUST02202,232.0,52,25,0.504
CUST02203,177.0,17,40,0.172
CUST02204,337.0,58,7,0.864
CUST02205,73.0,7,34,0.053
CUST02206,17.0,8,81,0.024
CUST02207,163.0,51,26,0.288
CUST02208,18.0,8,88,0.034
CUST02209,153.0,69,23,0.571
CUST02210,22.0,6,108,0.028
CUST02211,108.0,9,65,0.134
CUST02212,80.0,11,83,0.054
CUST02213,343.0,84,1,0.794
CUST02214,38.0,6,111,0.021
CUST02215,111.0,14,87,0.111
CUST02216,164.0,22,51,0.225
CUST02217,79.0,11,81,0.071
CUST02218,267.0,61,13,0.582
CUST02219,27.0,9,88,0.034
CUST02220,276.0,66,25,0.266
CUST02221,76.0,14,73,0.098
CUST02222,176.0,28,23,0.153
CUST02223,293.0,79,11,0.415
CUST02224,294.0,37,24,0.596
CUST02225,360.0,93,3,0.644
CUST02226,123.0,25,53,0.17
CUST02227,151.0,16,53,0.268
CUST02228,153.0,34,24,0.148
CUST02229,245.0,47,28,0.22
CUST02230,154.0,69,28,0.306
CUST02231,53.0,9,78,0.092
CUST02232,252.0,91,12,0.822
CUST02233,38.0,0,91,0.029
CUST02234,39.0,3,179,0.042
CUST02235,82.0,14,56,0.041
CUST02236,171.0,26,37,0.124
CUST02237,36.0,1,79,0.041
CUST02238,176.0,60,22,0.252
CUST02239,365.0,60,7,0.687
CUST02240,185.0,38,11,0.479
CUST02241,76.0,17,61,0.142
CUST02242,256.0,71,2,0.407
CUST02243,172.0,15,51,0.187
CUST02244,20.0,8,158,0.06
CUST02245,35.0,8,162,0.019
CUST02246,169.0,14,20,0.146
CUST02247,306.0,93,8,0.427
CUST02248,112.0,12,36,0.095
CUST02249,182.0,29,30,0.223
CUST02250,276.0,30,25,0.225
CUST02251,368.0,96,6,0.417
CUST02252,32.0,3,104,0.05
CUST02253,98.0,5,59,0.14
CUST02254,67.0,9,46,0.146
CUST02255,39.0,9,94,0.021
CUST02256,118.0,30,37,0.106
CUST02257,100.0,21,20,0.299
CUST02258,102.0,21,50,0.194
CUST02259,198.0,30,20,0.119
CUST02260,111.0,19,51,0.114
CUST02261,99.0,12,43,0.147
CUST02262,56.0,19,31,0.084
CUST02263,29.0,5,141,0.02
CUST02264,169.0,24,49,0.102
CUST02265,90.0,11,77,0.099
CUST02266,72.0,7,76,0.112
CUST02267,153.0,35,39,0.248
CUST02268,50.0,15,89,0.061
CUST02269,220.0,54,24,0.594
CUST02270,128.0,38,42,0.243
CUST02271,271.0,44,29,0.546
CUST02272,151.0,23,21,0.247
CUST02273,194.0,36,36,0.245
CUST02274,97.0,6,33,0.08
CUST02275,12.0,0,116,0.045
CUST02276,61.0,16,56,0.132
CUST02277,65.0,8,65,0.074
CUST02278,196.0,30,43,0.176
CUST02279,84.0,9,53,0.078
CUST02280,313.0,66,10,0.788
CUST02281,233.0,55,17,0.326
CUST02282,185.0,16,44,0.183
CUST02283,189.0,34,41,0.262
CUST02284,357.0,90,14,0.64
CUST02285,166.0,55,25,0.321
CUST02286,207.0,35,14,0.438
CUST02287,18.0,1,137,0.025
CUST02288,193.0,26,51,0.179
CUST02289,181.0,19,23,0.232
CUST02290,189.0,58,21,0.447
CUST02291,83.0,8,49,0.065
CUST02292,295.0,31,23,0.6
CUST02293,154.0,47,28,0.357
CUST02294,121.0,13,57,0.173
CUST02295,225.0,53,3,0.848
CUST02296,263.0,65,2,0.866
CUST02297,212.0,51,28,0.394
CUST02298,236.0,81,3,0.547
CUST02299,255.0,47,13,0.399
CUST02300,190.0,14,29,0.199
CUST02301,107.0,12,34,0.047
CUST02302,157.0,19,46,0.253
CUST02303,103.0,20,35,0.203
CUST02304,221.0,68,28,0.423
CUST02305,33.0,7,151,0.055
CUST02306,114.0,16,27,0.2
CUST02307,234.0,82,12,0.491
CUST02308,62.0,8,39,0.096
CUST02309,239.0,60,15,0.487
CUST02310,180.0,22,56,0.252
CUST02311,197.0,39,27,0.145
CUST02312,40.0,8,95,0.052
CUST02313,116.0,28,43,0.183
CUST02314,65.0,13,61,0.064
CUST02315,21.0,3,118,0.048
CUST02316,269.0,43,11,0.233
CUST02317,254.0,54,28,0.365
CUST02318,179.0,31,55,0.225
CUST02319,133.0,34,29,0.152
CUST02320,190.0,15,58,0.202
CUST02321,49.0,9,85,0.014
CUST02322,108.0,19,81,0.062
CUST02323,93.0,19,34,0.051
CUST02324,173.0,33,23,0.272
CUST02325,108.0,10,48,0.069
CUST02326,37.0,7,73,0.031
CUST02327,65.0,7,88,0.057
CUST02328,290.0,97,11,0.766
CUST02329,102.0,15,84,0.125
CUST02330,339.0,64,1,0.598
CUST02331,175.0,59,19,0.368
CUST02332,254.0,88,7,0.738
CUST02333,59.0,18,72,0.089
CUST02334,119.0,19,53,0.047
CUST02335,199.0,52,22,0.305
CUST02336,166.0,21,34,0.139
CUST02337,140.0,23,43,0.28
CUST02338,175.0,31,20,0.166
CUST02339,168.0,60,11,0.584
CUST02340,122.0,14,53,0.267
CUST02341,62.0,12,79,0.074
CUST02342,381.0,91,9,0.413
CUST02343,219.0,77,13,0.541
CUST02344,153.0,22,41,0.125
CUST02345,42.0,1,146,0.022
CUST02346,63.0,16,45,0.151
CUST02347,79.0,7,40,0.058
CUST02348,122.0,38,50,0.291
CUST02349,117.0,29,48,0.234
CUST02350,335.0,88,5,0.692
CUST02351,93.0,15,31,0.124
CUST02352,24.0,6,98,0.025
CUST02353,109.0,7,33,0.046
CUST02354,42.0,1,170,0.053
CUST02355,90.0,19,88,0.094
CUST02356,211.0,32,21,0.464
CUST02357,41.0,2,84,0.048
CUST02358,310.0,77,12,0.828
CUST02359,188.0,29,45,0.173
CUST02360,166.0,35,12,0.554
CUST02361,344.0,90,3,0.872
CUST02362,158.0,37,39,0.187
CUST02363,206.0,49,16,0.366
CUST02364,122.0,23,21,0.257
CUST02365,113.0,29,27,0.132
CUST02366,389.0,61,4,0.57
CUST02367,264.0,67,24,0.239
CUST02368,160.0,12,45,0.287
CUST02369,158.0,10,53,0.253
CUST02370,52.0,15,75,0.054
CUST02371,112.0,15,53,0.121
CUST02372,93.0,12,49,0.051
CUST02373,75.0,19,60,0.118
CUST02374,125.0,39,40,0.199
CUST02375,83.0,11,87,0.058
CUST02376,265.0,65,26,0.315
CUST02377,138.0,39,44,0.208
CUST02378,66.0,16,48,0.097
CUST02379,125.0,28,20,0.184
CUST02380,66.0,6,58,0.076
CUST02381,76.0,19,73,0.056
CUST02382,33.0,6,147,0.026
CUST02383,30.0,3,84,0.037
CUST02384,199.0,27,28,0.292
CUST02385,134.0,11,31,0.16
CUST02386,160.0,10,33,0.151
CUST02387,184.0,31,58,0.102
CUST02388,104.0,13,42,0.083
CUST02389,91.0,15,36,0.143
CUST02390,116.0,8,66,0.051
CUST02391,157.0,13,47,0.234
CUST02392,171.0,67,15,0.383
CUST02393,183.0,19,37,0.178
CUST02394,156.0,35,28,0.282
CUST02395,44.0,5,168,0.053
CUST02396,135.0,15,23,0.236
CUST02397,238.0,59,11,0.483
CUST02398,354.0,83,8,0.835
CUST02399,59.0,10,50,0.136
CUST02400,83.0,11,81,0.101
CUST02401,158.0,34,54,0.163
CUST02402,212.0,50,8,0.931
CUST02403,105.0,17,29,0.174
CUST02404,105.0,18,22,0.29
CUST02405,67.0,10,68,0.062
CUST02406,117.0,5,49,0.065
CUST02407,105.0,12,39,0.238
CUST02408,238.0,36,19,0.474
CUST02409,29.0,2,146,0.023
CUST02410,104.0,24,40,0.251
CUST02411,87.0,19,56,0.132
CUST02412,187.0,49,18,0.435
CUST02413,107.0,17,59,0.209
CUST02414,326.0,64,5,0.524
CUST02415,108.0,29,32,0.172
CUST02416,14.0,4,143,0.053
CUST02417,147.0,15,47,0.152
CUST02418,262.0,59,5,0.88
CUST02419,329.0,87,10,0.681
CUST02420,103.0,21,53,0.268
CUST02421,217.0,52,24,0.542
CUST02422,344.0,91,12,0.48
CUST02423,84.0,19,36,0.146
CUST02424,113.0,20,33,0.264
CUST02425,213.0,30,10,0.585
CUST02426,22.0,6,62,0.033
CUST02427,272.0,48,15,0.231
CUST02428,17.0,7,105,0.032
CUST02429,193.0,13,25,0.179
CUST02430,12.0,6,149,0.02
CUST02431,91.0,8,32,0.051
CUST02432,76.0,8,33,0.099
CUST02433,25.0,2,157,0.027
CUST02434,209.0,39,20,0.542
CUST02435,20.0,0,111,0.021
CUST02436,172.0,13,32,0.127
CUST02437,102.0,13,33,0.221
CUST02438,190.0,20,41,0.186
CUST02439,159.0,21,38,0.129
CUST02440,197.0,64,10,0.509
CUST02441,172.0,24,41,0.252
CUST02442,185.0,37,55,0.224
CUST02443,98.0,8,39,0.084
CUST02444,99.0,9,89,0.041
CUST02445,161.0,16,59,0.204
CUST02446,149.0,39,30,0.211
CUST02447,188.0,56,16,0.249
CUST02448,213.0,57,28,0.34
CUST02449,353.0,60,12,0.96
CUST02450,111.0,21,47,0.2
CUST02451,151.0,44,15,0.25
CUST02452,29.0,8,153,0.037
CUST02453,184.0,13,49,0.217
CUST02454,182.0,19,43,0.212
CUST02455,124.0,24,41,0.208
CUST02456,205.0,60,23,0.405
CUST02457,180.0,35,29,0.203
CUST02458,80.0,15,70,0.142
CUST02459,103.0,37,43,0.288
CUST02460,104.0,36,21,0.113
CUST02461,30.0,8,84,0.025
CUST02462,28.0,2,76,0.033
CUST02463,79.0,6,34,0.081
CUST02464,172.0,26,28,0.17
CUST02465,107.0,15,41,0.056
CUST02466,209.0,36,21,0.368
CUST02467,121.0,22,30,0.259
CUST02468,352.0,55,12,0.598
CUST02469,138.0,25,43,0.28
CUST02470,141.0,16,37,0.104
CUST02471,250.0,49,29,0.3
CUST02472,15.0,5,142,0.05
CUST02473,11.0,5,143,0.018
CUST02474,106.0,11,82,0.127
CUST02475,128.0,35,26,0.197
CUST02476,24.0,0,95,0.02
CUST02477,282.0,44,28,0.246
CUST02478,87.0,10,85,0.125
CUST02479,252.0,30,28,0.424
CUST02480,56.0,12,47,0.068
CUST02481,156.0,57,18,0.377
CUST02482,40.0,1,132,0.031
CUST02483,20.0,3,73,0.037
CUST02484,154.0,40,29,0.352
CUST02485,187.0,39,24,0.212
CUST02486,14.0,9,111,0.058
CUST02487,131.0,34,47,0.127
CUST02488,44.0,6,140,0.041
CUST02489,187.0,36,25,0.266
CUST02490,151.0,33,32,0.245
CUST02491,173.0,59,10,0.462
CUST02492,241.0,35,17,0.515
CUST02493,119.0,16,49,0.149
CUST02494,197.0,16,40,0.289
CUST02495,144.0,16,38,0.204
CUST02496,109.0,26,59,0.125
CUST02497,115.0,13,45,0.251
CUST02498,15.0,1,175,0.012
CUST02499,25.0,3,102,0.027
CUST02500,182.0,28,39,0.273
CUST02501,55.0,9,49,0.148
CUST02502,75.0,14,87,0.059
CUST02503,126.0,21,40,0.23
CUST02504,10.0,1,160,0.016
CUST02505,292.0,66,10,0.443
CUST02506,228.0,52,15,0.215
CUST02507,25.0,9,113,0.012
CUST02508,121.0,33,48,0.299
CUST02509,105.0,16,59,0.159
CUST02510,10.0,6,122,0.038
CUST02511,398.0,51,5,0.562
CUST02512,42.0,1,102,0.011
CUST02513,162.0,20,41,0.227
CUST02514,119.0,16,22,0.182
CUST02515,109.0,9,63,0.078
CUST02516,42.0,6,170,0.043
CUST02517,208.0,99,2,0.832
CUST02518,197.0,32,59,0.232
CUST02519,109.0,10,63,0.068
CUST02520,91.0,16,85,0.087
CUST02521,61.0,9,74,0.129
CUST02522,160.0,32,19,0.225
CUST02523,229.0,33,13,0.329
CUST02524,145.0,13,35,0.277
CUST02525,55.0,19,65,0.125
CUST02526,156.0,39,14,0.564
CUST02527,216.0,67,18,0.294
CUST02528,15.0,9,132,0.025
CUST02529,309.0,62,11,0.881
CUST02530,13.0,6,108,0.055
CUST02531,117.0,9,56,0.151
CUST02532,72.0,18,82,0.137
CUST02533,282.0,32,24,0.464
CUST02534,318.0,59,2,0.859
CUST02535,70.0,10,46,0.064
CUST02536,114.0,5,51,0.155
CUST02537,83.0,18,63,0.099
CUST02538,187.0,58,18,0.22
CUST02539,103.0,10,70,0.158
CUST02540,108.0,15,75,0.042
CUST02541,114.0,19,71,0.093
CUST02542,109.0,6,81,0.099
CUST02543,113.0,14,63,0.121
CUST02544,109.0,17,33,0.101
CUST02545,238.0,87,10,0.818
CUST02546,198.0,34,41,0.13
CUST02547,234.0,64,7,0.585
CUST02548,146.0,11,42,0.207
CUST02549,111.0,25,52,0.247
CUST02550,393.0,62,11,0.484
CUST02551,123.0,14,29,0.139
CUST02552,187.0,52,11,0.428
CUST02553,65.0,17,71,0.111
CUST02554,45.0,4,60,0.041
CUST02555,325.0,91,6,0.8
CUST02556,35.0,0,61,0.047
CUST02557,148.0,21,50,0.215
CUST02558,198.0,43,23,0.446
CUST02559,224.0,55,2,0.563
CUST02560,117.0,22,52,0.246
CUST02561,59.0,12,34,0.153
CUST02562,88.0,14,53,0.122
CUST02563,264.0,80,6,0.596
CUST02564,379.0,60,5,0.973
CUST02565,137.0,22,49,0.133
CUST02566,191.0,60,17,0.363
CUST02567,275.0,31,10,0.506
CUST02568,181.0,56,21,0.241
CUST02569,68.0,18,86,0.09
CUST02570,28.0,0,64,0.043
CUST02571,146.0,18,23,0.203
CUST02572,35.0,5,70,0.041
CUST02573,146.0,12,31,0.257
CUST02574,142.0,27,39,0.14
CUST02575,257.0,43,25,0.208
CUST02576,93.0,13,61,0.119
CUST02577,31.0,3,137,0.022
CUST02578,111.0,10,73,0.098
CUST02579,138.0,23,30,0.188
CUST02580,92.0,7,67,0.048
CUST02581,199.0,40,11,0.349
CUST02582,24.0,6,125,0.032
CUST02583,144.0,21,35,0.148
CUST02584,148.0,17,59,0.162
CUST02585,117.0,25,43,0.233
CUST02586,101.0,10,78,0.123
CUST02587,354.0,55,13,0.763
CUST02588,105.0,14,62,0.143
CUST02589,255.0,35,19,0.356
CUST02590,89.0,18,38,0.075
CUST02591,70.0,13,44,0.087
CUST02592,58.0,7,36,0.146
CUST02593,135.0,20,35,0.259
CUST02594,102.0,30,26,0.218
CUST02595,153.0,33,15,0.556
CUST02596,51.0,9,36,0.111
CUST02597,251.0,45,10,0.205
CUST02598,180.0,13,53,0.295
CUST02599,152.0,38,26,0.316
CUST02600,151.0,58,23,0.306
CUST02601,83.0,12,83,0.109
CUST02602,224.0,58,10,0.683
CUST02603,101.0,18,80,0.142
CUST02604,143.0,36,43,0.107
CUST02605,276.0,90,4,0.568
CUST02606,183.0,16,28,0.27
CUST02607,361.0,96,2,0.47
CUST02608,157.0,40,12,0.552
CUST02609,90.0,17,64,0.057
CUST02610,334.0,62,12,0.549
CUST02611,60.0,13,74,0.06
CUST02612,205.0,52,3,0.543
CUST02613,155.0,61,13,0.441
CUST02614,88.0,14,41,0.053
CUST02615,118.0,30,23,0.272
CUST02616,152.0,49,27,0.581
CUST02617,178.0,30,28,0.102
CUST02618,286.0,34,21,0.513
CUST02619,109.0,8,65,0.1
CUST02620,105.0,24,52,0.15
CUST02621,60.0,7,57,0.149
CUST02622,37.0,7,127,0.054
CUST02623,149.0,38,46,0.113
CUST02624,27.0,3,173,0.059
CUST02625,163.0,10,27,0.115
CUST02626,20.0,2,62,0.057
CUST02627,307.0,62,7,0.866
CUST02628,53.0,7,50,0.117
CUST02629,165.0,15,49,0.105
CUST02630,156.0,18,30,0.102
CUST02631,112.0,8,75,0.148
CUST02632,74.0,10,57,0.157
CUST02633,318.0,97,2,0.516
CUST02634,180.0,49,24,0.214
CUST02635,115.0,16,74,0.149
CUST02636,65.0,18,75,0.069
CUST02637,11.0,7,159,0.053
CUST02638,90.0,6,88,0.11
CUST02639,11.0,2,153,0.018
CUST02640,97.0,7,85,0.138
CUST02641,152.0,56,15,0.445
CUST02642,164.0,39,16,0.324
CUST02643,57.0,9,75,0.136
CUST02644,78.0,19,51,0.139
CUST02645,227.0,54,4,0.93
CUST02646,109.0,17,41,0.28
CUST02647,33.0,0,152,0.014
CUST02648,115.0,14,28,0.196
CUST02649,109.0,29,35,0.125
CUST02650,167.0,24,25,0.27
CUST02651,192.0,42,20,0.595
CUST02652,198.0,28,35,0.199
CUST02653,199.0,31,33,0.165
CUST02654,224.0,96,3,0.598
CUST02655,52.0,10,32,0.096
CUST02656,191.0,11,38,0.151
CUST02657,87.0,5,68,0.097
CUST02658,45.0,9,143,0.019
CUST02659,192.0,50,19,0.403
CUST02660,79.0,7,47,0.072
CUST02661,173.0,13,50,0.179
CUST02662,17.0,1,173,0.038
CUST02663,298.0,59,13,0.56
CUST02664,77.0,6,68,0.041
CUST02665,107.0,14,72,0.122
CUST02666,171.0,60,10,0.287
CUST02667,212.0,49,21,0.361
CUST02668,55.0,18,60,0.046
CUST02669,59.0,8,49,0.107
CUST02670,107.0,10,27,0.29
CUST02671,115.0,17,88,0.076
CUST02672,176.0,35,50,0.159
CUST02673,53.0,9,64,0.118
CUST02674,233.0,35,28,0.433
CUST02675,28.0,9,152,0.038
CUST02676,291.0,54,26,0.527
CUST02677,116.0,16,55,0.236
CUST02678,212.0,75,5,0.702
CUST02679,160.0,34,18,0.563
CUST02680,199.0,12,33,0.153
CUST02681,159.0,46,16,0.449
CUST02682,114.0,16,71,0.096
CUST02683,247.0,59,6,0.552
CUST02684,185.0,35,33,0.159
CUST02685,190.0,19,20,0.174
CUST02686,206.0,99,9,0.846
CUST02687,275.0,53,17,0.386
CUST02688,149.0,32,56,0.209
CUST02689,111.0,28,37,0.13
CUST02690,125.0,20,51,0.274
CUST02691,130.0,16,20,0.294
CUST02692,108.0,28,54,0.118
CUST02693,334.0,67,11,0.761
CUST02694,144.0,13,24,0.233
CUST02695,48.0,7,63,0.016
CUST02696,190.0,15,35,0.254
CUST02697,115.0,5,67,0.061
CUST02698,140.0,13,35,0.277
CUST02699,97.0,7,47,0.122
CUST02700,51.0,7,49,0.05
CUST02701,122.0,29,49,0.233
CUST02702,16.0,1,79,0.035
CUST02703,207.0,53,13,0.32
CUST02704,373.0,73,14,0.471
CUST02705,108.0,17,81,0.129
CUST02706,93.0,6,83,0.062
CUST02707,252.0,30,15,0.431
CUST02708,297.0,43,11,0.23
CUST02709,222.0,99,8,0.964
CUST02710,280.0,49,11,0.431
CUST02711,78.0,11,38,0.052
CUST02712,198.0,22,57,0.123
CUST02713,110.0,39,48,0.127
CUST02714,160.0,25,41,0.148
CUST02715,312.0,99,8,0.585
CUST02716,254.0,64,13,0.226
CUST02717,63.0,10,58,0.047
CUST02718,43.0,7,86,0.056
CUST02719,62.0,12,33,0.049
CUST02720,262.0,65,12,0.705
CUST02721,21.0,5,101,0.048
CUST02722,89.0,19,35,0.098
CUST02723,69.0,11,58,0.104
CUST02724,191.0,34,31,0.246
CUST02725,136.0,38,46,0.225
CUST02726,175.0,23,54,0.122
CUST02727,340.0,93,8,0.422
CUST02728,194.0,59,29,0.24
CUST02729,201.0,50,24,0.568
CUST02730,131.0,12,35,0.154
CUST02731,118.0,7,41,0.102
CUST02732,152.0,31,26,0.256
CUST02733,335.0,67,11,0.669
CUST02734,23.0,9,113,0.058
CUST02735,29.0,1,157,0.036
CUST02736,89.0,11,41,0.05
CUST02737,35.0,6,88,0.04
CUST02738,169.0,26,54,0.15
CUST02739,12.0,6,90,0.028
CUST02740,377.0,60,5,0.706
CUST02741,130.0,22,23,0.247
CUST02742,234.0,41,29,0.252
CUST02743,176.0,50,12,0.388
CUST02744,280.0,58,20,0.4
CUST02745,64.0,17,74,0.141
CUST02746,63.0,5,64,0.129
CUST02747,119.0,21,21,0.136
CUST02748,257.0,63,24,0.303
CUST02749,70.0,5,76,0.11
CUST02750,82.0,6,74,0.058
CUST02751,141.0,14,35,0.232
CUST02752,71.0,8,30,0.124
CUST02753,246.0,44,27,0.269
CUST02754,135.0,32,33,0.293
CUST02755,13.0,5,150,0.059
CUST02756,288.0,55,13,0.313
CUST02757,173.0,39,53,0.149
CUST02758,17.0,1,145,0.046
CUST02759,84.0,6,34,0.121
CUST02760,275.0,60,10,0.799
CUST02761,215.0,67,25,0.391
CUST02762,390.0,73,1,0.523
CUST02763,97.0,7,79,0.157
CUST02764,161.0,28,25,0.281
CUST02765,227.0,35,13,0.348
CUST02766,13.0,4,103,0.018
CUST02767,191.0,19,24,0.28
CUST02768,189.0,56,17,0.445
CUST02769,176.0,35,40,0.177
CUST02770,83.0,12,72,0.105
CUST02771,200.0,82,12,0.562
CUST02772,231.0,59,12,0.545
CUST02773,73.0,5,34,0.058
CUST02774,178.0,30,25,0.135
CUST02775,179.0,39,45,0.165
CUST02776,169.0,15,59,0.295
CUST02777,317.0,88,7,0.902
CUST02778,170.0,62,26,0.404
CUST02779,186.0,24,47,0.227
CUST02780,273.0,51,23,0.207
CUST02781,384.0,62,3,0.829
CUST02782,73.0,11,46,0.128
CUST02783,28.0,8,68,0.044
CUST02784,81.0,10,61,0.089
CUST02785,49.0,2,173,0.044
CUST02786,245.0,63,16,0.214
CUST02787,13.0,7,173,0.034
CUST02788,271.0,43,24,0.326
CUST02789,48.0,9,176,0.056
CUST02790,44.0,1,164,0.049
CUST02791,59.0,18,80,0.052
CUST02792,34.0,8,61,0.058
CUST02793,150.0,32,40,0.105
CUST02794,150.0,61,17,0.486
CUST02795,158.0,31,26,0.137
CUST02796,191.0,30,23,0.211
CUST02797,349.0,83,1,0.907
CUST02798,72.0,8,85,0.054
CUST02799,13.0,9,177,0.058
CUST02800,176.0,67,19,0.304
CUST02801,93.0,16,56,0.101
CUST02802,11.0,3,74,0.05
CUST02803,26.0,5,118,0.051
CUST02804,22.0,2,97,0.05
CUST02805,136.0,29,38,0.197
CUST02806,23.0,8,69,0.037
CUST02807,74.0,18,62,0.071
CUST02808,163.0,65,22,0.355
CUST02809,167.0,35,36,0.212
CUST02810,71.0,15,41,0.081
CUST02811,275.0,50,25,0.491
CUST02812,116.0,15,37,0.153
CUST02813,76.0,11,77,0.146
CUST02814,269.0,58,26,0.226
CUST02815,162.0,24,52,0.249
CUST02816,60.0,15,35,0.109
CUST02817,138.0,35,57,0.263
CUST02818,274.0,65,11,0.948
CUST02819,394.0,50,13,0.937
CUST02820,158.0,15,48,0.288
CUST02821,43.0,8,101,0.04
CUST02822,176.0,54,16,0.404
CUST02823,109.0,5,87,0.049
CUST02824,212.0,52,20,0.577
CUST02825,172.0,30,51,0.265
CUST02826,76.0,14,84,0.152
CUST02827,102.0,10,42,0.143
CUST02828,339.0,67,2,0.871
CUST02829,117.0,39,41,0.248
CUST02830,329.0,92,8,0.652
CUST02831,125.0,36,41,0.29
CUST02832,90.0,8,56,0.099
CUST02833,287.0,66,19,0.297
CUST02834,175.0,30,11,0.349
CUST02835,141.0,37,37,0.262
CUST02836,17.0,7,142,0.025
CUST02837,15.0,4,83,0.057
CUST02838,328.0,72,1,0.848
CUST02839,112.0,15,50,0.15
CUST02840,105.0,22,20,0.138
CUST02841,104.0,20,27,0.101
CUST02842,102.0,8,37,0.085
CUST02843,31.0,9,92,0.027
CUST02844,30.0,0,74,0.056
CUST02845,198.0,21,46,0.247
CUST02846,110.0,37,37,0.135
CUST02847,54.0,16,64,0.104
CUST02848,228.0,67,22,0.45
CUST02849,107.0,18,36,0.272
CUST02850,130.0,35,35,0.254
CUST02851,96.0,8,33,0.15
CUST02852,219.0,30,21,0.307
CUST02853,298.0,43,13,0.32
CUST02854,12.0,7,168,0.034
CUST02855,234.0,63,10,0.263
CUST02856,196.0,18,27,0.298
CUST02857,202.0,31,11,0.309
CUST02858,200.0,84,7,0.814
CUST02859,295.0,97,5,0.572
CUST02860,285.0,33,22,0.242
CUST02861,14.0,0,117,0.029
CUST02862,221.0,46,15,0.321
CUST02863,34.0,8,172,0.04
CUST02864,103.0,18,42,0.175
CUST02865,194.0,18,54,0.199
CUST02866,164.0,22,45,0.113
CUST02867,190.0,28,52,0.105
CUST02868,78.0,14,35,0.091
CUST02869,158.0,34,18,0.416
CUST02870,151.0,20,56,0.229
CUST02871,10.0,8,164,0.048
CUST02872,19.0,0,97,0.052
CUST02873,31.0,7,159,0.034
CUST02874,188.0,25,30,0.111
CUST02875,117.0,18,63,0.073
CUST02876,137.0,20,30,0.115
CUST02877,104.0,35,58,0.149
CUST02878,200.0,59,16,0.222
CUST02879,118.0,15,45,0.115
CUST02880,281.0,62,27,0.353
CUST02881,107.0,20,26,0.231
CUST02882,28.0,9,77,0.047
CUST02883,240.0,58,29,0.276
CUST02884,338.0,63,12,0.873
CUST02885,334.0,73,14,0.532
CUST02886,24.0,1,97,0.014
CUST02887,106.0,23,45,0.262
CUST02888,174.0,30,48,0.175
CUST02889,95.0,12,57,0.112
CUST02890,94.0,19,67,0.153
CUST02891,159.0,36,58,0.123
CUST02892,84.0,18,77,0.153
CUST02893,75.0,8,82,0.126
CUST02894,87.0,11,36,0.105
CUST02895,287.0,58,12,0.434
CUST02896,10.0,3,79,0.023
CUST02897,190.0,30,39,0.21
CUST02898,153.0,50,20,0.375
CUST02899,148.0,14,34,0.109
CUST02900,308.0,71,13,0.462
CUST02901,273.0,57,25,0.246
CUST02902,52.0,9,81,0.051
CUST02903,213.0,52,14,0.756
CUST02904,142.0,22,32,0.141
CUST02905,171.0,38,39,0.186
CUST02906,379.0,93,8,0.973
CUST02907,16.0,7,86,0.06
CUST02908,270.0,65,12,0.408
CUST02909,185.0,36,31,0.17
CUST02910,130.0,13,53,0.281
CUST02911,198.0,42,16,0.451
CUST02912,295.0,63,5,0.683
CUST02913,68.0,9,85,0.109
CUST02914,40.0,3,114,0.054
CUST02915,203.0,61,27,0.427
CUST02916,59.0,10,34,0.07
CUST02917,107.0,18,63,0.156
CUST02918,89.0,6,34,0.052
CUST02919,127.0,32,33,0.271
CUST02920,191.0,12,41,0.116
CUST02921,126.0,11,53,0.178
CUST02922,106.0,11,54,0.148
CUST02923,71.0,11,64,0.151
CUST02924,295.0,69,20,0.224
CUST02925,132.0,36,21,0.232
CUST02926,22.0,3,63,0.052
CUST02927,58.0,6,59,0.128
CUST02928,44.0,1,78,0.045
CUST02929,57.0,18,82,0.134
CUST02930,155.0,37,41,0.276
CUST02931,127.0,24,41,0.253
CUST02932,113.0,9,69,0.07
CUST02933,333.0,68,5,0.803
CUST02934,185.0,32,58,0.294
CUST02935,84.0,10,67,0.05
CUST02936,284.0,37,26,0.473
CUST02937,110.0,6,72,0.102
CUST02938,133.0,10,35,0.267
CUST02939,21.0,4,109,0.048
CUST02940,318.0,93,4,0.619
CUST02941,165.0,69,12,0.25
CUST02942,110.0,10,86,0.113
CUST02943,217.0,53,14,0.284
CUST02944,73.0,17,62,0.066
CUST02945,110.0,10,65,0.155
CUST02946,238.0,37,21,0.442
CUST02947,131.0,14,49,0.19
CUST02948,134.0,22,51,0.17
CUST02949,128.0,36,21,0.12
CUST02950,14.0,0,77,0.013
CUST02951,63.0,12,73,0.14
CUST02952,114.0,17,43,0.147
CUST02953,67.0,13,41,0.124
CUST02954,151.0,17,43,0.146
CUST02955,25.0,2,124,0.045
CUST02956,117.0,16,81,0.12
CUST02957,57.0,10,67,0.063
CUST02958,14.0,3,74,0.044
CUST02959,286.0,49,18,0.464
CUST02960,103.0,8,64,0.122
CUST02961,166.0,36,19,0.464
CUST02962,189.0,32,37,0.259
CUST02963,199.0,29,30,0.263
CUST02964,36.0,8,160,0.048
CUST02965,30.0,4,62,0.03
CUST02966,79.0,19,51,0.152
CUST02967,60.0,9,89,0.076
CUST02968,187.0,17,58,0.247
CUST02969,19.0,5,147,0.043
